rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating,have_coherence
5914,2005-07-10 21:01:12,2005-07-16 18:27:12,MACKENZIE,1,Lethbridge,MINDS TRUMAN,3,4.99,22.99,PG-13,True
5915,2005-07-10 21:12:16,2005-07-15 16:59:16,WARD,2,Woodridge,LOVERBOY ATTACKS,7,0.99,19.99,PG-13,True
5916,2005-07-10 21:26:31,2005-07-19 20:23:31,GREEN,2,Woodridge,JUGGLER HARDLY,4,0.99,14.99,PG-13,True
5917,2005-07-10 21:30:22,2005-07-12 18:54:22,KELLY,2,Woodridge,OPPOSITE NECKLACE,7,4.99,9.99,PG,True
5918,2005-07-10 21:32:06,2005-07-19 21:35:06,SCOTT,1,Lethbridge,ANALYZE HOOSIERS,6,2.99,19.99,R,True
5919,2005-07-10 21:32:14,2005-07-12 16:47:14,SIMMONS,2,Woodridge,ARACHNOPHOBIA ROLLERCOASTER,4,2.99,20.99,PG-13,True
5920,2005-07-10 21:33:58,2005-07-17 19:41:58,MORRISON,2,Woodridge,HEAVYWEIGHTS BEAST,6,4.99,25.99,G,True
5921,2005-07-10 21:35:12,2005-07-18 19:59:12,MILLER,1,Lethbridge,STREETCAR INTENTIONS,5,4.99,11.99,R,True
5922,2005-07-10 21:36:53,2005-07-16 02:51:53,NEAL,1,Lethbridge,FATAL HAUNTED,6,2.99,24.99,PG,True
5923,2005-07-10 21:40:06,2005-07-13 00:01:06,CARRANZA,1,Lethbridge,HANDICAP BOONDOCK,4,0.99,28.99,R,True
5924,2005-07-10 21:41:23,2005-07-16 21:33:23,GREENE,2,Woodridge,CHARADE DUFFEL,3,2.99,20.99,PG,True
5925,2005-07-10 21:41:27,2005-07-18 18:35:27,BARCLAY,2,Woodridge,SNATCH SLIPPER,6,4.99,15.99,PG,True
5926,2005-07-10 21:53:42,2005-07-20 01:04:42,CASTRO,2,Woodridge,NEWTON LABYRINTH,4,0.99,9.99,PG,True
5927,2005-07-10 21:57:14,2005-07-16 19:32:14,RAMIREZ,2,Woodridge,CONFUSED CANDLES,3,2.99,20.99,PG-13,True
5928,2005-07-10 21:58:30,2005-07-15 19:41:30,COLLINS,2,Woodridge,TORQUE BOUND,3,4.99,20.99,G,True
5929,2005-07-10 21:59:29,2005-07-14 20:20:29,ROGERS,2,Woodridge,VARSITY TRIP,7,2.99,14.99,NC-17,True
5930,2005-07-10 21:59:32,2005-07-11 18:40:32,SILVA,2,Woodridge,LAMBS CINCINATTI,6,4.99,18.99,PG-13,True
5931,2005-07-10 22:04:19,2005-07-13 00:45:19,MENARD,2,Woodridge,JOON NORTHWEST,3,0.99,23.99,NC-17,True
5932,2005-07-10 22:05:15,2005-07-12 17:04:15,GUAJARDO,1,Lethbridge,JUMANJI BLADE,4,2.99,13.99,G,True
5933,2005-07-10 22:06:48,2005-07-12 23:58:48,CARBONE,1,Lethbridge,WAIT CIDER,3,0.99,9.99,PG-13,True
5934,2005-07-10 22:07:59,2005-07-15 21:07:59,MCCARTER,1,Lethbridge,STAGECOACH ARMAGEDDON,5,4.99,25.99,R,True
5935,2005-07-10 22:11:04,2005-07-19 18:12:04,FLEMING,2,Woodridge,ROCKY WAR,4,4.99,17.99,PG-13,True
5936,2005-07-10 22:14:30,2005-07-15 01:32:30,HAVENS,2,Woodridge,HOLY TADPOLE,6,0.99,20.99,R,True
5937,2005-07-10 22:16:08,2005-07-16 03:08:08,GREY,2,Woodridge,GALAXY SWEETHEARTS,4,4.99,20.99,R,True
5938,2005-07-10 22:17:42,2005-07-16 22:38:42,DEAN,2,Woodridge,NETWORK PEAK,5,2.99,23.99,PG-13,True
5939,2005-07-10 22:30:05,2005-07-14 00:02:05,CASTILLO,1,Lethbridge,WOLVES DESIRE,7,0.99,13.99,NC-17,True
5940,2005-07-10 22:31:01,2005-07-14 00:52:01,LAMBERT,2,Woodridge,REQUIEM TYCOON,6,4.99,20.99,R,True
5941,2005-07-10 22:40:47,2005-07-17 00:19:47,ROBERTS,2,Woodridge,BUTTERFLY CHOCOLAT,3,0.99,17.99,G,True
5942,2005-07-10 22:47:17,2005-07-17 01:54:17,BAUGH,2,Woodridge,NORTH TEQUILA,4,4.99,20.99,NC-17,True
5943,2005-07-10 22:48:13,2005-07-16 01:33:13,PEARSON,1,Lethbridge,PATIENT SISTER,7,0.99,29.99,NC-17,True
5944,2005-07-10 22:51:44,2005-07-18 17:54:44,BURK,1,Lethbridge,STRANGELOVE DESIRE,4,0.99,27.99,NC-17,True
5945,2005-07-10 22:52:42,2005-07-11 21:52:42,HURTADO,1,Lethbridge,BRAVEHEART HUMAN,7,2.99,14.99,PG-13,True
5946,2005-07-10 22:57:29,2005-07-12 00:08:29,GRIGSBY,1,Lethbridge,GIANT TROOPERS,5,2.99,10.99,R,True
5947,2005-07-10 23:07:42,2005-07-18 23:13:42,ROBERT,1,Lethbridge,BINGO TALENTED,5,2.99,22.99,PG-13,True
5948,2005-07-10 23:12:08,2005-07-18 19:06:08,MORGAN,2,Woodridge,REAR TRADING,6,0.99,23.99,NC-17,True
5949,2005-07-10 23:13:00,2005-07-14 01:10:00,WREN,1,Lethbridge,WASH HEAVENLY,7,4.99,22.99,R,True
5950,2005-07-10 23:13:45,2005-07-13 02:35:45,SWAFFORD,1,Lethbridge,VIDEOTAPE ARSENIC,4,4.99,10.99,NC-17,True
5951,2005-07-10 23:14:29,2005-07-13 01:01:29,HERRMANN,2,Woodridge,MAGNOLIA FORRESTER,4,0.99,20.99,PG-13,True
5952,2005-07-10 23:18:20,2005-07-16 17:42:20,GUNDERSON,1,Lethbridge,ROXANNE REBEL,5,0.99,9.99,R,True
5953,2005-07-10 23:21:35,2005-07-14 20:48:35,TAN,2,Woodridge,DEER VIRGINIAN,7,2.99,20.99,NC-17,True
5954,2005-07-10 23:22:01,2005-07-14 04:42:01,LOPEZ,2,Woodridge,MIGHTY LUCK,7,2.99,13.99,PG,True
5955,2005-07-10 23:22:10,2005-07-17 17:55:10,MOELLER,1,Lethbridge,CONVERSATION DOWNHILL,4,4.99,14.99,R,True
5956,2005-07-10 23:23:08,2005-07-13 17:36:08,OUTLAW,2,Woodridge,MALTESE HOPE,6,4.99,26.99,PG-13,True
5957,2005-07-10 23:24:02,2005-07-12 20:28:02,OLIVER,2,Woodridge,MAKER GABLES,4,0.99,12.99,PG-13,True
5958,2005-07-10 23:31:51,2005-07-19 00:36:51,HOULE,2,Woodridge,SAMURAI LION,5,2.99,21.99,G,True
5959,2005-07-10 23:35:36,2005-07-13 02:19:36,QUIGLEY,2,Woodridge,PRIDE ALAMO,6,0.99,20.99,NC-17,True
5960,2005-07-10 23:38:34,2005-07-11 19:21:34,ROMERO,1,Lethbridge,STORM HAPPINESS,6,0.99,28.99,NC-17,True
5961,2005-07-10 23:43:23,2005-07-15 05:21:23,CLARK,2,Woodridge,SEABISCUIT PUNK,6,2.99,28.99,PG-13,True
5962,2005-07-10 23:45:22,2005-07-13 03:49:22,RHOADS,2,Woodridge,ENGLISH BULWORTH,3,0.99,18.99,PG-13,True
5963,2005-07-10 23:47:08,2005-07-12 04:27:08,GREEN,1,Lethbridge,WESTWARD SEABISCUIT,7,0.99,11.99,NC-17,True
5964,2005-07-10 23:47:18,2005-07-12 03:55:18,RICKETTS,1,Lethbridge,SUPERFLY TRIP,5,0.99,27.99,PG,True
5965,2005-07-10 23:51:52,2005-07-11 23:29:52,QUINTANILLA,1,Lethbridge,WISDOM WORKER,3,0.99,12.99,R,True
5966,2005-07-10 23:59:27,2005-07-14 23:38:27,STEPP,2,Woodridge,IDOLS SNATCHERS,5,2.99,29.99,NC-17,True
5967,2005-07-11 00:02:19,2005-07-18 23:08:19,BANKS,2,Woodridge,INNOCENT USUAL,3,4.99,26.99,PG-13,True
5968,2005-07-11 00:03:11,2005-07-19 18:46:11,OLVERA,1,Lethbridge,REDS POCUS,7,4.99,23.99,PG-13,True
5969,2005-07-11 00:03:22,2005-07-18 01:28:22,BONE,2,Woodridge,TRAP GUYS,3,4.99,11.99,PG-13,True
5970,2005-07-11 00:04:50,2005-07-19 03:36:50,GONZALES,1,Lethbridge,FORWARD TEMPLE,6,2.99,25.99,NC-17,True
5971,2005-07-11 00:05:58,2005-07-19 04:50:58,PERRY,2,Woodridge,JACKET FRISCO,5,2.99,16.99,PG-13,True
5972,2005-07-11 00:08:54,2005-07-17 21:01:54,KING,1,Lethbridge,ZORRO ARK,3,4.99,18.99,NC-17,True
5973,2005-07-11 00:09:17,2005-07-14 19:18:17,STEPHENS,1,Lethbridge,DYNAMITE TARZAN,4,0.99,27.99,PG-13,True
5974,2005-07-11 00:10:37,2005-07-18 18:48:37,MCCURDY,1,Lethbridge,SUSPECTS QUILLS,4,2.99,22.99,PG,True
5975,2005-07-11 00:14:19,2005-07-16 04:21:19,HARRIS,1,Lethbridge,PARADISE SABRINA,5,2.99,12.99,PG-13,True
5976,2005-07-11 00:16:35,2005-07-20 01:30:35,ABNEY,1,Lethbridge,GOODFELLAS SALUTE,4,4.99,22.99,PG-13,True
5977,2005-07-11 00:16:38,2005-07-19 21:00:38,VU,2,Woodridge,SWEETHEARTS SUSPECTS,3,0.99,20.99,G,True
5978,2005-07-11 00:16:54,2005-07-19 18:55:54,HOWLAND,1,Lethbridge,GRAIL FRANKENSTEIN,4,2.99,17.99,NC-17,True
5979,2005-07-11 00:17:09,2005-07-14 00:38:09,BREWER,1,Lethbridge,GREATEST NORTH,5,2.99,24.99,NC-17,True
5980,2005-07-11 00:18:21,2005-07-14 21:26:21,GRECO,2,Woodridge,GROUNDHOG UNCUT,6,4.99,26.99,PG-13,True
5981,2005-07-11 00:19:04,2005-07-13 19:10:04,LARSON,1,Lethbridge,INTERVIEW LIAISONS,4,4.99,17.99,R,True
5982,2005-07-11 00:24:44,2005-07-14 04:42:44,WAY,1,Lethbridge,LADY STAGE,4,4.99,14.99,PG,True
5983,2005-07-11 00:34:11,2005-07-15 05:37:11,STEVENS,1,Lethbridge,BLACKOUT PRIVATE,7,2.99,12.99,PG,True
5984,2005-07-11 00:44:36,2005-07-15 00:04:36,SNYDER,2,Woodridge,NASH CHOCOLAT,6,2.99,21.99,PG-13,True
5985,2005-07-11 00:51:58,2005-07-14 22:02:58,SEWARD,2,Woodridge,DOUBLE WRATH,4,0.99,20.99,R,True
5986,2005-07-11 00:54:56,2005-07-13 22:52:56,WAGNER,2,Woodridge,GHOST GROUNDHOG,6,4.99,18.99,G,True
5987,2005-07-11 00:55:31,2005-07-16 06:28:31,BOWENS,2,Woodridge,DESIRE ALIEN,7,2.99,24.99,NC-17,True
5988,2005-07-11 00:55:38,2005-07-13 21:36:38,STONE,2,Woodridge,APACHE DIVINE,5,4.99,16.99,NC-17,True
5989,2005-07-11 00:57:53,2005-07-15 02:24:53,SUTTON,1,Lethbridge,CIRCUS YOUTH,5,2.99,13.99,PG-13,True
5990,2005-07-11 01:03:14,2005-07-15 19:32:14,BURK,1,Lethbridge,FUGITIVE MAGUIRE,7,4.99,28.99,R,True
5991,2005-07-11 01:03:38,2005-07-12 22:32:38,HANNON,1,Lethbridge,SHOW LORD,3,4.99,24.99,PG-13,True
5992,2005-07-11 01:06:21,2005-07-13 19:15:21,ROGERS,2,Woodridge,TURN STAR,3,2.99,20.99,G,True
5993,2005-07-11 01:06:41,2005-07-14 19:19:41,GUILLEN,1,Lethbridge,SHAWSHANK BUBBLE,6,4.99,20.99,PG,True
5994,2005-07-11 01:14:10,2005-07-12 00:42:10,BATES,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17,True
5995,2005-07-11 01:15:39,2005-07-20 05:01:39,MADRIGAL,2,Woodridge,VOLCANO TEXAS,6,0.99,27.99,PG-13,True
5996,2005-07-11 01:18:33,2005-07-17 04:18:33,FERNANDEZ,1,Lethbridge,UPRISING UPTOWN,6,2.99,16.99,NC-17,True
5997,2005-07-11 01:19:50,2005-07-16 06:29:50,TUCKER,1,Lethbridge,SEARCHERS WAIT,3,2.99,22.99,NC-17,True
5998,2005-07-11 01:20:46,2005-07-15 21:41:46,FOWLER,2,Woodridge,FISH OPUS,4,2.99,22.99,R,True
5999,2005-07-11 01:21:22,2005-07-19 01:35:22,ROBB,2,Woodridge,BABY HALL,5,4.99,23.99,NC-17,True
6000,2005-07-11 01:23:06,2005-07-12 04:39:06,POULIN,1,Lethbridge,HORN WORKING,4,2.99,23.99,PG,True
6001,2005-07-11 01:24:44,2005-07-11 22:55:44,PHILLIPS,1,Lethbridge,GUN BONNIE,7,0.99,27.99,G,True
6002,2005-07-11 01:27:49,2005-07-12 06:02:49,PHILLIPS,1,Lethbridge,WEEKEND PERSONAL,5,2.99,26.99,R,True
6003,2005-07-11 01:28:33,2005-07-17 21:24:33,MEEHAN,2,Woodridge,BERETS AGENT,5,2.99,24.99,PG-13,True
6004,2005-07-11 01:34:25,2005-07-18 00:48:25,SCHMIDT,2,Woodridge,GRINCH MASSAGE,7,4.99,25.99,R,True
6005,2005-07-11 01:36:42,2005-07-14 04:47:42,WOOD,1,Lethbridge,CONGENIALITY QUEST,6,0.99,21.99,PG-13,True
6006,2005-07-11 01:38:42,2005-07-17 05:18:42,ISOM,1,Lethbridge,TROUBLE DATE,6,2.99,13.99,PG,True
6007,2005-07-11 01:43:06,2005-07-17 04:46:06,RODRIQUEZ,2,Woodridge,WARS PLUTO,5,2.99,15.99,G,True
6008,2005-07-11 01:51:29,2005-07-18 01:39:29,MEYER,1,Lethbridge,EDGE KISSING,5,4.99,9.99,NC-17,True
6009,2005-07-11 01:51:58,2005-07-18 07:12:58,ALLARD,1,Lethbridge,CABIN FLASH,4,0.99,25.99,NC-17,True
6010,2005-07-11 01:52:28,2005-07-13 03:13:28,MCKINNEY,1,Lethbridge,COMANCHEROS ENEMY,5,0.99,23.99,R,True
6011,2005-07-11 01:54:48,2005-07-18 07:17:48,MEEHAN,2,Woodridge,STRAIGHT HOURS,3,0.99,19.99,R,True
6012,2005-07-11 02:00:12,2005-07-17 02:49:12,FLEMING,2,Woodridge,METROPOLIS COMA,4,2.99,9.99,PG-13,True
6013,2005-07-11 02:02:03,2005-07-14 02:07:03,PEMBERTON,2,Woodridge,SPEED SUIT,7,4.99,19.99,PG-13,True
6014,2005-07-11 02:02:55,2005-07-12 23:49:55,SCHRADER,1,Lethbridge,SONS INTERVIEW,3,2.99,11.99,NC-17,True
6015,2005-07-11 02:04:12,2005-07-13 02:43:12,FORSYTHE,1,Lethbridge,BERETS AGENT,5,2.99,24.99,PG-13,True
6016,2005-07-11 02:04:45,2005-07-17 22:22:45,HALE,1,Lethbridge,CHICAGO NORTH,6,4.99,11.99,PG-13,True
6017,2005-07-11 02:05:32,2005-07-14 22:50:32,FORSYTHE,1,Lethbridge,TIMBERLAND SKY,3,0.99,13.99,G,True
6018,2005-07-11 02:06:36,2005-07-12 02:16:36,KINDER,1,Lethbridge,WYOMING STORM,6,4.99,29.99,PG-13,True
6019,2005-07-11 02:08:29,2005-07-13 02:19:29,MOORE,2,Woodridge,SATISFACTION CONFIDENTIAL,3,4.99,26.99,G,True
6020,2005-07-11 02:08:55,2005-07-16 22:07:55,JAMES,2,Woodridge,HOOK CHARIOTS,7,0.99,23.99,G,True
6021,2005-07-11 02:10:18,2005-07-13 05:19:18,RAY,2,Woodridge,SUIT WALLS,3,4.99,12.99,R,True
6022,2005-07-11 02:15:53,2005-07-13 03:40:53,BULL,2,Woodridge,LOSE INCH,3,0.99,18.99,R,True
6023,2005-07-11 02:15:57,2005-07-15 21:30:57,RICKETTS,1,Lethbridge,SPIRITED CASUALTIES,5,0.99,20.99,PG-13,True
6024,2005-07-11 02:16:47,2005-07-12 05:54:47,NEAL,1,Lethbridge,ORIENT CLOSER,3,2.99,22.99,R,True
6025,2005-07-11 02:18:13,2005-07-11 23:30:13,FISHER,1,Lethbridge,REUNION WITCHES,3,0.99,26.99,R,True
6026,2005-07-11 02:21:43,2005-07-13 03:49:43,MOELLER,2,Woodridge,SUBMARINE BED,5,4.99,20.99,R,True
6027,2005-07-11 02:26:29,2005-07-18 23:05:29,TUBBS,2,Woodridge,WORLD LEATHERNECKS,3,0.99,13.99,PG-13,True
6028,2005-07-11 02:31:44,2005-07-14 03:18:44,ROBB,1,Lethbridge,CONEHEADS SMOOCHY,7,4.99,12.99,NC-17,True
6029,2005-07-11 02:36:46,2005-07-14 20:51:46,WESTMORELAND,1,Lethbridge,HUNTING MUSKETEERS,6,2.99,24.99,NC-17,True
6030,2005-07-11 02:37:51,2005-07-16 22:34:51,ADAMS,1,Lethbridge,AMADEUS HOLY,6,0.99,20.99,PG,True
6031,2005-07-11 02:42:14,2005-07-14 03:24:14,GARZA,2,Woodridge,FREDDY STORM,6,4.99,21.99,PG-13,True
6032,2005-07-11 02:49:01,2005-07-18 05:05:01,YOUNG,2,Woodridge,SPIRIT FLINTSTONES,7,0.99,23.99,R,True
6033,2005-07-11 02:59:34,2005-07-16 03:48:34,MORRISSEY,2,Woodridge,NEIGHBORS CHARADE,3,0.99,20.99,PG-13,True
6034,2005-07-11 03:00:50,2005-07-16 06:19:50,COY,1,Lethbridge,GREATEST NORTH,5,2.99,24.99,NC-17,True
6035,2005-07-11 03:01:45,2005-07-14 01:04:45,CARROLL,2,Woodridge,SANTA PARIS,7,2.99,23.99,PG,True
6036,2005-07-11 03:02:28,2005-07-15 22:12:28,RHODES,2,Woodridge,MARRIED GO,7,2.99,22.99,PG-13,True
6037,2005-07-11 03:06:54,2005-07-12 22:46:54,TAN,1,Lethbridge,HEAVENLY GUN,5,4.99,13.99,PG-13,True
6038,2005-07-11 03:10:37,2005-07-19 05:14:37,BURKE,2,Woodridge,FROST HEAD,5,0.99,13.99,PG,True
6039,2005-07-11 03:12:19,2005-07-19 05:46:19,KENNEDY,2,Woodridge,GROUNDHOG UNCUT,6,4.99,20.99,PG-13,True
6040,2005-07-11 03:14:26,2005-07-14 01:12:26,BENNER,1,Lethbridge,INTRIGUE WORST,6,0.99,10.99,G,True
6041,2005-07-11 03:14:58,2005-07-13 00:48:58,BARBEE,2,Woodridge,NECKLACE OUTBREAK,3,0.99,21.99,PG,True
6042,2005-07-11 03:17:04,2005-07-19 07:08:04,BROWN,2,Woodridge,INTERVIEW LIAISONS,4,4.99,17.99,R,True
6043,2005-07-11 03:18:10,2005-07-12 05:50:10,HOULE,2,Woodridge,RESURRECTION SILVERADO,6,0.99,20.99,PG,True
6044,2005-07-11 03:18:39,2005-07-13 06:58:39,DEVORE,2,Woodridge,ENCINO ELF,6,0.99,9.99,PG-13,True
6045,2005-07-11 03:21:05,2005-07-17 23:10:05,NELSON,2,Woodridge,HOURS RAGE,4,0.99,14.99,NC-17,True
6046,2005-07-11 03:21:49,2005-07-19 23:58:49,GARDINER,2,Woodridge,HOLES BRANNIGAN,7,4.99,27.99,PG,True
6047,2005-07-11 03:27:01,2005-07-16 06:42:01,LYNCH,1,Lethbridge,TRACY CIDER,3,0.99,29.99,G,True
6048,2005-07-11 03:32:23,2005-07-14 07:39:23,GRANT,1,Lethbridge,DECEIVER BETRAYED,7,0.99,22.99,NC-17,True
6049,2005-07-11 03:32:32,2005-07-15 06:57:32,DEAN,1,Lethbridge,MAUDE MOD,6,0.99,20.99,PG-13,True
6050,2005-07-11 03:34:29,2005-07-15 02:55:29,MEEHAN,1,Lethbridge,CONTACT ANONYMOUS,7,2.99,10.99,PG-13,True
6051,2005-07-11 03:46:41,2005-07-11 22:36:41,SHELBY,1,Lethbridge,MOD SECRETARY,6,4.99,20.99,NC-17,True
6052,2005-07-11 03:51:27,2005-07-16 02:55:27,SANDERS,1,Lethbridge,CROW GREASE,6,0.99,22.99,PG,True
6053,2005-07-11 03:51:59,2005-07-19 09:13:59,GILBERT,2,Woodridge,NEWSIES STORY,4,0.99,25.99,G,True
6054,2005-07-11 03:58:39,2005-07-13 23:08:39,NGO,1,Lethbridge,DUFFEL APOCALYPSE,5,0.99,13.99,G,True
6055,2005-07-11 03:59:08,2005-07-18 05:35:08,WEBB,1,Lethbridge,CELEBRITY HORN,7,0.99,24.99,PG-13,True
6056,2005-07-11 04:01:27,2005-07-12 04:14:27,HOLMES,1,Lethbridge,PHANTOM GLORY,6,2.99,17.99,NC-17,True
6057,2005-07-11 04:03:40,2005-07-17 01:34:40,RILEY,2,Woodridge,EXPENDABLE STALLION,3,0.99,14.99,PG,True
6058,2005-07-11 04:03:51,2005-07-14 03:52:51,SANBORN,1,Lethbridge,SOUTH WAIT,4,2.99,21.99,R,True
6059,2005-07-11 04:03:54,2005-07-18 01:35:54,BROTHERS,2,Woodridge,FIGHT JAWBREAKER,3,0.99,13.99,PG-13,True
6060,2005-07-11 04:06:17,2005-07-12 03:05:17,MARTINO,1,Lethbridge,POSEIDON FOREVER,6,4.99,29.99,PG-13,True
6061,2005-07-11 04:06:25,2005-07-11 23:11:25,DOUGLASS,1,Lethbridge,HAUNTING PIANIST,5,0.99,22.99,R,True
6062,2005-07-11 04:11:58,2005-07-15 05:00:58,MURRELL,1,Lethbridge,RESURRECTION SILVERADO,6,0.99,12.99,PG,True
6063,2005-07-11 04:16:51,2005-07-13 08:35:51,DELUCA,1,Lethbridge,GRAFFITI LOVE,3,0.99,29.99,PG,True
6064,2005-07-11 04:23:18,2005-07-19 02:21:18,RHODES,1,Lethbridge,BEAR GRACELAND,4,2.99,20.99,PG-13,True
6065,2005-07-11 04:25:51,2005-07-17 08:19:51,SLONE,1,Lethbridge,DESTINY SATURDAY,4,4.99,20.99,G,True
6066,2005-07-11 04:32:42,2005-07-15 03:56:42,KNIGHT,1,Lethbridge,HEARTBREAKERS BRIGHT,3,4.99,9.99,PG-13,True
6067,2005-07-11 04:34:49,2005-07-16 09:33:49,FOX,1,Lethbridge,IMPOSSIBLE PREJUDICE,7,4.99,11.99,NC-17,True
6068,2005-07-11 04:41:09,2005-07-14 04:45:09,TERRY,1,Lethbridge,LADY STAGE,4,4.99,14.99,PG,True
6069,2005-07-11 04:44:59,2005-07-13 01:00:59,PITT,1,Lethbridge,BASIC EASY,4,2.99,18.99,PG-13,True
6070,2005-07-11 04:47:42,2005-07-13 01:49:42,WADE,2,Woodridge,GOLDFINGER SENSIBILITY,3,0.99,29.99,G,True
6071,2005-07-11 04:50:03,2005-07-19 23:52:03,HART,1,Lethbridge,CUPBOARD SINNERS,4,2.99,29.99,R,True
6072,2005-07-11 04:52:40,2005-07-18 01:02:40,PERRYMAN,1,Lethbridge,GUNFIGHTER MUSSOLINI,3,2.99,9.99,PG-13,True
6073,2005-07-11 04:54:31,2005-07-20 07:23:31,EBERT,2,Woodridge,UNDEFEATED DALMATIONS,7,4.99,22.99,PG-13,True
6074,2005-07-11 04:59:56,2005-07-13 23:31:56,JENSEN,1,Lethbridge,NOVOCAINE FLIGHT,4,0.99,11.99,G,True
6075,2005-07-11 05:03:03,2005-07-12 01:28:03,SUTTON,1,Lethbridge,INTRIGUE WORST,6,0.99,10.99,G,True
6076,2005-07-11 05:05:30,2005-07-18 04:22:30,GORDON,2,Woodridge,GUNFIGHTER MUSSOLINI,3,2.99,9.99,PG-13,True
6077,2005-07-11 05:06:08,2005-07-16 10:29:08,TIRADO,2,Woodridge,INTERVIEW LIAISONS,4,4.99,17.99,R,True
6078,2005-07-11 05:06:52,2005-07-17 06:13:52,BUTLER,1,Lethbridge,SUSPECTS QUILLS,4,2.99,22.99,PG,True
6079,2005-07-11 05:07:14,2005-07-17 08:45:14,MARSHALL,1,Lethbridge,FOOL MOCKINGBIRD,3,4.99,24.99,PG,True
6080,2005-07-11 05:08:11,2005-07-16 09:54:11,HARRISON,2,Woodridge,MODERN DORADO,3,0.99,20.99,PG,True
6081,2005-07-11 05:11:09,2005-07-13 05:33:09,WATSON,2,Woodridge,KARATE MOON,4,0.99,21.99,PG-13,True
6082,2005-07-11 05:12:41,2005-07-16 03:40:41,COLEMAN,2,Woodridge,DOORS PRESIDENT,3,4.99,22.99,PG-13,True
6083,2005-07-11 05:12:49,2005-07-15 00:46:49,MCKINNEY,1,Lethbridge,PRINCESS GIANT,3,2.99,29.99,NC-17,True
6084,2005-07-11 05:16:20,2005-07-19 01:38:20,HITE,2,Woodridge,EXPECATIONS NATURAL,5,4.99,26.99,PG-13,True
6085,2005-07-11 05:24:36,2005-07-16 03:49:36,KNIGHT,1,Lethbridge,BIKINI BORROWERS,7,4.99,26.99,NC-17,True
6086,2005-07-11 05:29:03,2005-07-16 01:17:03,LANCE,2,Woodridge,FORREST SONS,4,2.99,15.99,R,True
6087,2005-07-11 05:29:22,2005-07-12 23:33:22,KNIGHT,2,Woodridge,ATTACKS HATE,5,4.99,20.99,PG-13,True
6088,2005-07-11 05:40:35,2005-07-17 07:14:35,SANBORN,1,Lethbridge,SPIRITED CASUALTIES,5,0.99,20.99,PG-13,True
6089,2005-07-11 05:45:59,2005-07-17 11:04:59,GREY,2,Woodridge,RESERVOIR ADAPTATION,7,2.99,29.99,PG-13,True
6090,2005-07-11 05:47:08,2005-07-20 07:52:08,LARSON,1,Lethbridge,ALIEN CENTER,5,2.99,10.99,NC-17,True
6091,2005-07-11 05:49:18,2005-07-15 07:26:18,BALES,1,Lethbridge,CAT CONEHEADS,5,4.99,14.99,G,True
6092,2005-07-11 05:51:31,2005-07-17 03:42:31,SANDERS,1,Lethbridge,INSECTS STONE,3,0.99,14.99,NC-17,True
6093,2005-07-11 05:52:50,2005-07-20 11:45:50,MCDONALD,1,Lethbridge,HEAD STRANGER,4,4.99,28.99,R,True
6094,2005-07-11 05:54:42,2005-07-18 08:19:42,MCKINNEY,2,Woodridge,MODERN DORADO,3,0.99,20.99,PG,True
6095,2005-07-11 06:06:41,2005-07-19 06:14:41,GEARY,1,Lethbridge,CLOSER BANG,5,4.99,12.99,R,True
6096,2005-07-11 06:18:04,2005-07-14 01:15:04,LANCE,2,Woodridge,MOONSHINE CABIN,4,4.99,20.99,PG-13,True
6097,2005-07-11 06:21:43,2005-07-16 10:04:43,PINSON,2,Woodridge,BERETS AGENT,5,2.99,24.99,PG-13,True
6098,2005-07-11 06:23:28,2005-07-17 04:05:28,CLARY,2,Woodridge,PATHS CONTROL,3,4.99,20.99,PG,True
6099,2005-07-11 06:24:44,2005-07-15 08:03:44,BULL,2,Woodridge,STEPMOM DREAM,7,4.99,9.99,NC-17,True
6100,2005-07-11 06:40:31,2005-07-14 10:59:31,MARTIN,1,Lethbridge,SATURDAY LAMBS,3,4.99,28.99,G,True
6101,2005-07-11 06:50:33,2005-07-18 01:52:33,HOWLAND,2,Woodridge,MIDNIGHT WESTWARD,3,0.99,20.99,G,True
6102,2005-07-11 06:53:09,2005-07-17 07:05:09,RICE,1,Lethbridge,VELVET TERMINATOR,3,4.99,14.99,R,True
6103,2005-07-11 06:59:55,2005-07-16 09:30:55,ASHER,2,Woodridge,BEACH HEARTBREAKERS,6,2.99,20.99,G,True
6104,2005-07-11 07:01:35,2005-07-17 02:29:35,KAHN,1,Lethbridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17,True
6105,2005-07-11 07:03:19,2005-07-19 06:46:19,GUNDERSON,1,Lethbridge,SCALAWAG DUCK,6,4.99,13.99,NC-17,True
6106,2005-07-11 07:05:06,2005-07-20 09:27:06,HARPER,2,Woodridge,MOON BUNCH,7,0.99,20.99,PG,True
6107,2005-07-11 07:07:09,2005-07-14 07:32:09,ROYAL,1,Lethbridge,SPLASH GUMP,5,0.99,16.99,PG,True
6108,2005-07-11 07:19:24,2005-07-13 12:38:24,BURLESON,2,Woodridge,VANISHING ROCKY,3,2.99,20.99,NC-17,True
6109,2005-07-11 07:20:57,2005-07-13 07:29:57,SPENCER,1,Lethbridge,SHINING ROSES,4,0.99,12.99,G,True
